"","tf","confidence","target","mor"
"791","ASCL1","C","TIAM1",1
"792","ASCL1","C","TLE5",1
"793","ASCL1","C","TMEM132D",1
"794","ASCL1","C","TMEM163",1
"795","ASCL1","C","TNR",1
"796","ASCL1","C","TP73",1
"797","ASCL1","C","TRIO",1
"798","ASCL1","C","VAV2",1
"799","ASCL1","C","WSCD1",1
"800","ASCL1","C","ZDHHC14",1
"801","ATF1","A","BCL2",1
"802","ATF1","A","CCNA1",-1
"803","ATF1","A","CFTR",1
"804","ATF1","A","CGA",1
"805","ATF1","A","CIITA",1
"806","ATF1","A","CYP11B1",1
"807","ATF1","A","CYP11B2",1
"808","ATF1","A","ERBB2",1
"809","ATF1","A","FLT1",1
"810","ATF1","A","IL10",1
"811","ATF1","A","LDHA",1
"812","ATF1","A","MAP1LC3B",1
"813","ATF1","A","NTS",1
"814","ATF1","A","PCSK1",1
"815","ATF1","A","PLAUR",1
"816","ATF1","A","SLC20A1",1
"817","ATF1","A","TGFB2",1
"818","ATF1","A","TH",1
"819","ATF1","A","TOP2A",1
"820","ATF1","A","UGT8",1
"821","ATF2","A","APOC3",1
"822","ATF2","A","ATF3",1
"823","ATF2","A","CCND1",1
"824","ATF2","A","CDKN1A",1
"825","ATF2","A","CYP11B1",1
"826","ATF2","A","CYP11B2",1
"827","ATF2","A","DUSP1",1
"828","ATF2","A","FN1",1
"829","ATF2","A","FOS",1
"830","ATF2","A","IFNB1",1
"831","ATF2","A","IFNG",1
"832","ATF2","A","IMPDH2",1
"833","ATF2","A","INS",1
"834","ATF2","A","JUN",1
"835","ATF2","A","MMP2",1
"836","ATF2","A","NOS3",-1
"837","ATF2","A","NR4A2",1
"838","ATF2","A","PCK1",1
"839","ATF2","A","PCK2",1
"840","ATF2","A","PLAT",1
"841","ATF2","A","PTGS2",1
"842","ATF2","A","RB1",1
"843","ATF2","A","TGFB2",-1
"844","ATF2","A","TNF",1
"845","ATF3","C","ASNS",1
"846","ATF3","C","CCL5",-1
"847","ATF3","C","DDIT3",1
"848","ATF3","C","GCLC",-1
"849","ATF3","C","GDF15",1
"850","ATF3","C","ID1",-1
"851","ATF3","C","LDLR",-1
"852","ATF3","C","SELE",-1
"853","ATF3","C","STAT3",-1
"854","ATF3","C","AKAP13",-1
"855","ATF3","C","ANXA1",-1
"856","ATF3","C","BHLHE40",-1
"857","ATF3","C","COA7",-1
"858","ATF3","C","CREB5",-1
"859","ATF3","C","CYRIB",-1
"860","ATF3","C","ETS2",-1
"861","ATF3","C","GLIS3",-1
"862","ATF3","C","GNA12",-1
"863","ATF3","C","HSPB1",-1
"864","ATF3","C","KDM4C",-1
"865","ATF3","C","KDM6B",-1
"866","ATF3","C","KLF6",-1
"867","ATF3","C","MAPKAP1",-1
"868","ATF3","C","MAPRE2",-1
"869","ATF3","C","MED15",-1
"870","ATF3","C","MIDEAS",-1
"871","ATF3","C","MYO18A",-1
"872","ATF3","C","NFIA",-1
"873","ATF3","C","PCBP1",-1
"874","ATF3","C","PDE4B",-1
"875","ATF3","C","PER1",-1
"876","ATF3","C","PRPF31",-1
"877","ATF3","C","PTP4A1",-1
"878","ATF3","C","RAD9A",-1
"879","ATF3","C","RCAN1",-1
"880","ATF3","C","RUNX1",-1
"881","ATF3","C","SMOX",-1
"882","ATF3","C","SND1",-1
"883","ATF3","C","SPAG9",-1
"884","ATF3","C","SPRED2",-1
"885","ATF3","C","SREBF1",-1
"886","ATF3","C","SYTL2",-1
"887","ATF3","C","TOM1L2",-1
"888","ATF3","C","TRIB1",-1
"889","ATF3","C","TSC22D2",-1
"890","ATF3","C","UBC",-1
"891","ATF3","C","VGLL4",-1
"892","ATF3","C","VMP1",-1
"893","ATF3","C","ZBTB20",-1
"894","ATF3","C","ZFP36L1",-1
"895","ATF4","A","ASNS",1
"896","ATF4","A","ATF3",1
"897","ATF4","A","CEBPB",1
"898","ATF4","A","CHAC1",1
"899","ATF4","A","CXCL8",1
"900","ATF4","A","DDIT3",1
"901","ATF4","A","DDIT4",1
"902","ATF4","A","DDR2",1
"903","ATF4","A","DISC1",1
"904","ATF4","A","FGF21",1
"905","ATF4","A","HRK",1
"906","ATF4","A","MCL1",1
"907","ATF4","A","NUPR1",1
"908","ATF4","A","PTGS2",1
"909","ATF4","A","TRIB3",1
"910","ATF4","A","VEGFA",1
"911","ATF6","A","ATP2A2",1
"912","ATF6","A","CALR",1
"913","ATF6","A","DDIT3",1
"914","ATF6","A","DNAJC3",1
"915","ATF6","A","HSP90B1",1
"916","ATF6","A","HSPA5",1
"917","ATF6","A","RTN3",1
"918","ATF6","A","SEL1L",1
"919","ATF6","A","SRF",1
"920","ATF6","A","XBP1",1
"921","ATF7","C","ARID1A",1
"922","ATF7","C","ARID1B",1
"923","ATF7","C","CMIP",1
"924","ATF7","C","CREB3L2",1
"925","ATF7","C","CREBBP",1
"926","ATF7","C","DEPDC5",1
"927","ATF7","C","DST",1
"928","ATF7","C","EML2",1
"929","ATF7","C","EXOC4",1
"930","ATF7","C","FAAP20",1
"931","ATF7","C","FAM122C",1
"932","ATF7","C","IGF1",1
"933","ATF7","C","KANSL1",1
"934","ATF7","C","KDM4C",1
"935","ATF7","C","KPNA6",1
"936","ATF7","C","MOV10L1",1
"937","ATF7","C","MSI2",1
"938","ATF7","C","NFIA",1
"939","ATF7","C","PHF21A",1
"940","ATF7","C","PTPRS",1
"941","ATF7","C","SND1",1
"942","ATF7","C","TCF12",1
"943","ATF7","C","TEAD1",1
"944","ATF7","C","TNRC6B",1
"945","ATF7","C","TP53BP1",1
"946","ATF7","C","UBE2H",1
"947","ATF7","C","XPO7",1
"948","ATF7","C","ZFP36L1",1
"949","BACH1","B","HMOX1",-1
"950","BACH1","B","AFG3L1P",1
"951","BACH1","B","ALDOA",1
"952","BACH1","B","ASAP1",1
"953","BACH1","B","BICDL1",1
"954","BACH1","B","CDK6",1
"955","BACH1","B","CLIP4",1
"956","BACH1","B","DPH6",1
"957","BACH1","B","GCLC",1
"958","BACH1","B","IFRD1",1
"959","BACH1","B","KCTD20",1
"960","BACH1","B","LBR",1
"961","BACH1","B","MAFG",1
"962","BACH1","B","MAPT",1
"963","BACH1","B","ME1",1
"964","BACH1","B","MSANTD3",1
"965","BACH1","B","NQO2",1
"966","BACH1","B","PHLDA2",1
"967","BACH1","B","PIK3CD",1
"968","BACH1","B","PSAP",1
"969","BACH1","B","RFFL",1
"970","BACH1","B","SLC48A1",1
"971","BACH1","B","SLC7A11",1
"972","BACH1","B","SLX4IP",1
"973","BACH1","B","SMARCA4",1
"974","BACH1","B","SQSTM1",1
"975","BACH1","B","SSC4D",1
"976","BACH1","B","SYNJ2",1
"977","BACH1","B","TNFAIP2",1
"978","BACH1","B","TRIM56",1
"979","BACH2","C","IL2",1
"980","BACH2","C","RIPOR2",1
"981","BACH2","C","AP1B1",1
"982","BACH2","C","ARHGEF3",1
"983","BACH2","C","COQ8B",1
"984","BACH2","C","DAAM1",1
"985","BACH2","C","EGLN3",1
"986","BACH2","C","EPS15L1",1
"987","BACH2","C","ERCC1",1
"988","BACH2","C","ETS1",1
"989","BACH2","C","FOXO3",1
"990","BACH2","C","FOXP1",1
"991","BACH2","C","GSTP1",1
"992","BACH2","C","HIVEP2",1
"993","BACH2","C","IFRD1",1
"994","BACH2","C","ITPKB",1
"995","BACH2","C","JMJD1C",1
"996","BACH2","C","KCTD20",1
"997","BACH2","C","KLHL21",1
"998","BACH2","C","LBR",1
"999","BACH2","C","LRRK2",1
"1000","BACH2","C","MAFG",1
"1001","BACH2","C","MGAT5",1
"1002","BACH2","C","MYBPC1",1
"1003","BACH2","C","OSBPL10",1
"1004","BACH2","C","PLXND1",1
"1005","BACH2","C","PRDM10",1
"1006","BACH2","C","PRDM2",1
"1007","BACH2","C","PSAP",1
"1008","BACH2","C","PURB",1
"1009","BACH2","C","RASAL3",1
"1010","BACH2","C","RASSF2",1
"1011","BACH2","C","RFFL",1
"1012","BACH2","C","RGS3",1
"1013","BACH2","C","RP1",1
"1014","BACH2","C","SEMA4D",1
"1015","BACH2","C","SIAH2",1
"1016","BACH2","C","SLC16A6",1
"1017","BACH2","C","SLC6A6",1
"1018","BACH2","C","SLC7A7",1
"1019","BACH2","C","SNX25",1
"1020","BACH2","C","SQSTM1",1
"1021","BACH2","C","SWAP70",1
"1022","BACH2","C","TBK1",1
"1023","BACH2","C","TCF4",1
"1024","BACH2","C","TEX19",1
"1025","BACH2","C","TMSB4X",1
"1026","BACH2","C","TNFSF9",1
"1027","BACH2","C","TUBA4A",1
"1028","BACH2","C","TXLNB",1
"1029","BACH2","C","ZHX2",1
"1030","BATF","C","TNFRSF8",1
"1031","BATF","C","APBB1IP",1
"1032","BATF","C","ARHGAP25",1
"1033","BATF","C","CACNB4",1
"1034","BATF","C","CCR7",1
"1035","BATF","C","CTSC",1
"1036","BATF","C","CYRIB",1
"1037","BATF","C","DENND1A",1
"1038","BATF","C","DMD",1
"1039","BATF","C","DOCK2",1
"1040","BATF","C","ELF1",1
"1041","BATF","C","FGGY",1
"1042","BATF","C","GSAP",1
"1043","BATF","C","IER5",1
"1044","BATF","C","IKZF1",1
"1045","BATF","C","IKZF3",1
"1046","BATF","C","IL1R1",1
"1047","BATF","C","IL1R2",1
"1048","BATF","C","KCNMA1",1
"1049","BATF","C","LAMC1",1
"1050","BATF","C","LAPTM5",1
"1051","BATF","C","MAP3K5",1
"1052","BATF","C","NABP1",1
"1053","BATF","C","NCOA1",1
"1054","BATF","C","NEK6",1
"1055","BATF","C","NFKB1",1
"1056","BATF","C","NRCAM",1
"1057","BATF","C","PIK3AP1",1
"1058","BATF","C","PIK3R5",1
"1059","BATF","C","PITPNC1",1
"1060","BATF","C","PRKCB",1
"1061","BATF","C","PRKCH",1
"1062","BATF","C","PTPN2",1
"1063","BATF","C","RABGAP1L",1
"1064","BATF","C","RAPGEF1",1
"1065","BATF","C","RBM47",1
"1066","BATF","C","RHOH",1
"1067","BATF","C","RIN3",1
"1068","BATF","C","RIPOR2",1
"1069","BATF","C","RUNX1",1
"1070","BATF","C","SAMSN1",1
"1071","BATF","C","SLAMF1",1
"1072","BATF","C","ST3GAL1",1
"1073","BATF","C","ST6GAL1",1
"1074","BATF","C","ST7",1
"1075","BATF","C","STK10",1
"1076","BATF","C","TBXAS1",1
"1077","BATF","C","TRIM2",1
"1078","BATF","C","VOPP1",1
"1079","BCL11A","C","AMPD3",1
"1080","BCL11A","C","CACNA1E",1
"1081","BCL11A","C","CCDC88C",1
"1082","BCL11A","C","CDYL",1
"1083","BCL11A","C","CNTNAP2",1
"1084","BCL11A","C","DTNB",1
"1085","BCL11A","C","ELMO1",1
"1086","BCL11A","C","EPHB1",1
"1087","BCL11A","C","ETV6",1
"1088","BCL11A","C","GDI2",1
"1089","BCL11A","C","GPR15",1
"1090","BCL11A","C","IGF1R",1
"1091","BCL11A","C","JARID2",1
"1092","BCL11A","C","KDM2B",1
"1093","BCL11A","C","KLHL6",1
"1094","BCL11A","C","LCP1",1
"1095","BCL11A","C","MAP3K8",1
"1096","BCL11A","C","NFIC",1
"1097","BCL11A","C","OBSCN",1
"1098","BCL11A","C","PARP15",1
"1099","BCL11A","C","PAX5",1
"1100","BCL11A","C","PDE1C",1
"1101","BCL11A","C","PIK3AP1",1
"1102","BCL11A","C","PPP2R5C",1
"1103","BCL11A","C","PRKCB",1
"1104","BCL11A","C","RUNX3",1
"1105","BCL11A","C","SLC12A8",1
"1106","BCL11A","C","SORL1",1
"1107","BCL11A","C","SP140",1
"1108","BCL11A","C","SYNE2",1
"1109","BCL11A","C","TBC1D4",1
"1110","BCL11A","C","TLE4",1
"1111","BCL11A","C","TRAK1",1
"1112","BCL11A","C","ZMIZ1",1
"1113","BCL11A","C","ZMYND8",1
"1114","BCL11A","C","ZNF365",1
"1115","BCL6","C","CCND2",-1
"1116","BCL6","C","HDAC7",-1
"1117","BCL6","C","IRF4",-1
"1118","BCL6","C","LITAF",-1
"1119","BCL6","C","PRDM1",-1
"1120","BCL6","C","FOXO3",-1
"1121","BCL6","C","AHRR",-1
"1122","BCL6","C","ANK3",-1
"1123","BCL6","C","ARHGAP26",-1
"1124","BCL6","C","ARID5B",-1
"1125","BCL6","C","BRD4",-1
"1126","BCL6","C","CABIN1",-1
"1127","BCL6","C","CBFA2T3",-1
"1128","BCL6","C","CCND3",-1
"1129","BCL6","C","CFLAR",-1
"1130","BCL6","C","DENND3",-1
"1131","BCL6","C","DUSP22",-1
"1132","BCL6","C","EIPR1",-1
"1133","BCL6","C","GFOD1",-1
"1134","BCL6","C","GMDS",-1
"1135","BCL6","C","GPCPD1",-1
"1136","BCL6","C","HDAC4",-1
"1137","BCL6","C","IL4R",-1
"1138","BCL6","C","JADE1",-1
"1139","BCL6","C","LDLR",-1
"1140","BCL6","C","LPP",-1
"1141","BCL6","C","MAP3K8",-1
"1142","BCL6","C","MAPKAPK3",-1
"1143","BCL6","C","NCOA7",-1
"1144","BCL6","C","OSBPL10",-1
"1145","BCL6","C","PLCG2",-1
"1146","BCL6","C","RHOQ",-1
"1147","BCL6","C","RNF213",-1
"1148","BCL6","C","SEMA4B",-1
"1149","BCL6","C","SLA",-1
"1150","BCL6","C","ST3GAL1",-1
"1151","BCL6","C","SYNE2",-1
"1152","BCL6","C","SYPL1",-1
"1153","BCL6","C","TCF3",-1
"1154","BCL6","C","TLE3",-1
"1155","BCL6","C","TNK2",-1
"1156","BCL6","C","TNS3",-1
"1157","BCL6","C","TPM4",-1
"1158","BCL6","C","UBALD2",-1
"1159","BCL6","C","UMODL1",-1
"1160","BCL6","C","ZFAT",-1
"1161","BHLHE22","C","ADAM33",-1
"1162","BHLHE22","C","ADGRA2",-1
"1163","BHLHE22","C","AEBP1",-1
"1164","BHLHE22","C","ALDH1A2",-1
"1165","BHLHE22","C","AP3D1",-1
"1166","BHLHE22","C","ARSB",-1
"1167","BHLHE22","C","BAZ2A",-1
"1168","BHLHE22","C","CDYL",-1
"1169","BHLHE22","C","ELF4",-1
"1170","BHLHE22","C","GAS7",-1
"1171","BHLHE22","C","IGF1R",-1
"1172","BHLHE22","C","KCNN3",-1
"1173","BHLHE22","C","LSP1",-1
"1174","BHLHE22","C","MYLK",-1
"1175","BHLHE22","C","PACS1",-1
"1176","BHLHE22","C","PCDHGC3",-1
"1177","BHLHE22","C","PLCL2",-1
"1178","BHLHE22","C","PTPRJ",-1
"1179","BHLHE22","C","SH3KBP1",-1
"1180","BHLHE22","C","SPON2",-1
"1181","BHLHE22","C","SYNE2",-1
"1182","BHLHE40","C","NR4A1",-1
"1183","BHLHE40","C","ABCC1",-1
"1184","BHLHE40","C","ACAP3",-1
"1185","BHLHE40","C","ACTB",-1
"1186","BHLHE40","C","ANKRD11",-1
"1187","BHLHE40","C","ARHGEF3",-1
"1188","BHLHE40","C","BCL3",-1
"1189","BHLHE40","C","BCOR",-1
"1190","BHLHE40","C","CCDC57",-1
"1191","BHLHE40","C","CD83",-1
"1192","BHLHE40","C","CDKN1A",-1
"1193","BHLHE40","C","CREB5",-1
"1194","BHLHE40","C","CSK",-1
"1195","BHLHE40","C","CTTN",-1
"1196","BHLHE40","C","CUX1",-1
"1197","BHLHE40","C","DLGAP1",-1
"1198","BHLHE40","C","EGLN3",-1
"1199","BHLHE40","C","FKBP5",-1
"1200","BHLHE40","C","FLNB",-1
"1201","BHLHE40","C","GDF15",-1
"1202","BHLHE40","C","GFOD1",-1
"1203","BHLHE40","C","GNA12",-1
"1204","BHLHE40","C","HES1",-1
"1205","BHLHE40","C","ID2",-1
"1206","BHLHE40","C","IRF2BP2",-1
"1207","BHLHE40","C","JMJD1C",-1
"1208","BHLHE40","C","LDLR",-1
"1209","BHLHE40","C","MAP2K3",-1
"1210","BHLHE40","C","MICAL3",-1
"1211","BHLHE40","C","MIDEAS",-1
"1212","BHLHE40","C","NEMP1",-1
"1213","BHLHE40","C","NR1D1",-1
"1214","BHLHE40","C","PARVB",-1
"1215","BHLHE40","C","PFKFB3",-1
"1216","BHLHE40","C","PIM1",-1
"1217","BHLHE40","C","PLEC",-1
"1218","BHLHE40","C","RALGDS",-1
"1219","BHLHE40","C","RARA",-1
"1220","BHLHE40","C","RASSF5",-1
"1221","BHLHE40","C","RGS9",-1
"1222","BHLHE40","C","SEMA4B",-1
"1223","BHLHE40","C","SH3BP2",-1
"1224","BHLHE40","C","SLC16A3",-1
"1225","BHLHE40","C","SLC37A1",-1
"1226","BHLHE40","C","SLC7A5",-1
"1227","BHLHE40","C","SMAD7",-1
"1228","BHLHE40","C","SNAP47",-1
"1229","BHLHE40","C","SRC",-1
"1230","BHLHE40","C","SRCIN1",-1
"1231","BHLHE40","C","SUB1",-1
"1232","BHLHE40","C","SYNJ2",-1
"1233","BHLHE40","C","TLE3",-1
"1234","BHLHE40","C","TNFSF9",-1
"1235","BHLHE40","C","TRAPPC9",-1
"1236","BHLHE40","C","UBE2D3",-1
"1237","BHLHE40","C","VGLL4",-1
"1238","BHLHE40","C","XXYLT1",-1
"1239","BHLHE40","C","ZFP36L1",-1
"1240","BPTF","D","EN1",1
"1241","BPTF","D","EN2",1
"1242","BPTF","D","HOXA9",1
"1243","BPTF","D","HOXC8",1
"1244","BPTF","D","SMAD4",1
"1245","BRF2","D","7SK.1",1
"1246","BRF2","D","ABCA5",1
"1247","BRF2","D","ABLIM1",1
"1248","BRF2","D","AC007292.3",1
"1249","BRF2","D","AC009965.2",1
"1250","BRF2","D","AC011899.10",1
"1251","BRF2","D","AC021218.2",1
"1252","BRF2","D","AC023469.2",1
"1253","BRF2","D","AC062017.1",1
"1254","BRF2","D","AC079145.4",1
"1255","BRF2","D","AC084082.3",1
"1256","BRF2","D","AC096559.2",1
"1257","BRF2","D","AC116366.5",1
"1258","BRF2","D","ADAMTSL1",1
"1259","BRF2","D","ADCY9",1
"1260","BRF2","D","ADD1",1
"1261","BRF2","D","ADK",1
"1262","BRF2","D","AGBL5",1
"1263","BRF2","D","AHCYP3",1
"1264","BRF2","D","AK3P4",1
"1265","BRF2","D","AL672294.1",1
"1266","BRF2","D","AL773572.7",1
"1267","BRF2","D","AMDHD1",1
"1268","BRF2","D","AMPD3",1
"1269","BRF2","D","ANKRD26P1",1
"1270","BRF2","D","ANP32E",1
"1271","BRF2","D","ANXA10",1
"1272","BRF2","D","AP000442.4",1
"1273","BRF2","D","AP3B2",1
"1274","BRF2","D","APOC2",1
"1275","BRF2","D","APTX",1
"1276","BRF2","D","ARID3A",1
"1277","BRF2","D","ARRDC5",1
"1278","BRF2","D","ARSB",1
"1279","BRF2","D","ASH2L",1
"1280","BRF2","D","ATP5F1B",1
"1281","BRF2","D","ATRNL1",1
"1282","BRF2","D","ATXN2",1
"1283","BRF2","D","BET1",1
"1284","BRF2","D","BEX5",1
"1285","BRF2","D","BIRC3",1
"1286","BRF2","D","BORA",1
"1287","BRF2","D","BTF3",1
"1288","BRF2","D","C12ORF29",1
"1289","BRF2","D","C18ORF25",1
"1290","BRF2","D","C1ORF27",1
"1291","BRF2","D","C20ORF196",1
"1292","BRF2","D","C2ORF72",1
"1293","BRF2","D","C7ORF57",1
"1294","BRF2","D","CACNA1A",1
"1295","BRF2","D","CALN1",1
"1296","BRF2","D","CANX",1
"1297","BRF2","D","CASC2",1
"1298","BRF2","D","CAVIN2",1
"1299","BRF2","D","CCDC142",1
"1300","BRF2","D","CCDC146",1
"1301","BRF2","D","CCDC186",1
"1302","BRF2","D","CCM2",1
"1303","BRF2","D","CCR12P",1
"1304","BRF2","D","CD200R1L",1
"1305","BRF2","D","CDKN1A",1
"1306","BRF2","D","CDS1",1
"1307","BRF2","D","CIZ1",1
"1308","BRF2","D","CLDN11",1
"1309","BRF2","D","CLHC1",1
"1310","BRF2","D","CLNS1A",1
"1311","BRF2","D","CMSS1",1
"1312","BRF2","D","CNKSR3",1
"1313","BRF2","D","COL14A1",1
"1314","BRF2","D","COL1A2",1
"1315","BRF2","D","COLGALT1",1
"1316","BRF2","D","COPS8",1
"1317","BRF2","D","COQ4",1
"1318","BRF2","D","CPQ",1
"1319","BRF2","D","CREBZF",1
"1320","BRF2","D","CROCCP2",1
"1321","BRF2","D","CTC",1
"1322","BRF2","D","CTD",1
"1323","BRF2","D","CTNND2",1
"1324","BRF2","D","CTR9",1
"1325","BRF2","D","CXORF57",1
"1326","BRF2","D","CYB5B",1
"1327","BRF2","D","CYB5R3",1
"1328","BRF2","D","CYP2AB1P",1
"1329","BRF2","D","CYP2C18",1
"1330","BRF2","D","DAZAP2",1
"1331","BRF2","D","DCAF6",1
"1332","BRF2","D","DCAKD",1
"1333","BRF2","D","DENND10",1
"1334","BRF2","D","DKKL1",1
"1335","BRF2","D","DLAT",1
"1336","BRF2","D","DNAH14",1
"1337","BRF2","D","DNAH6",1
"1338","BRF2","D","DNAJA1",1
"1339","BRF2","D","DOCK10",1
"1340","BRF2","D","DOCK9",1
"1341","BRF2","D","DOK5",1
"1342","BRF2","D","DPY30",1
"1343","BRF2","D","EEF1A1P34",1
"1344","BRF2","D","EGLN3",1
"1345","BRF2","D","EIF1",1
"1346","BRF2","D","EIF2AK4",1
"1347","BRF2","D","EIF2B1",1
"1348","BRF2","D","EIF2B3",1
"1349","BRF2","D","EIF4B",1
"1350","BRF2","D","EMC4",1
"1351","BRF2","D","EMCN",1
"1352","BRF2","D","EML1",1
"1353","BRF2","D","EML2",1
"1354","BRF2","D","EML5",1
"1355","BRF2","D","ENTPD4",1
"1356","BRF2","D","EPB41L4A",1
"1357","BRF2","D","EPS8",1
"1358","BRF2","D","ERCC1",1
"1359","BRF2","D","ERP44",1
"1360","BRF2","D","ESCO1",1
"1361","BRF2","D","EXOSC5",1
"1362","BRF2","D","F11",1
"1363","BRF2","D","FADS2B",1
"1364","BRF2","D","FAF2P1",1
"1365","BRF2","D","FAM126B",1
"1366","BRF2","D","FAM227A",1
"1367","BRF2","D","FAM24B",1
"1368","BRF2","D","FAM53A",1
"1369","BRF2","D","FANCI",1
"1370","BRF2","D","FARP1",1
"1371","BRF2","D","FER",1
"1372","BRF2","D","FGR",1
"1373","BRF2","D","FHL2",1
"1374","BRF2","D","FHOD3",1
"1375","BRF2","D","FKTN",1
"1376","BRF2","D","FMC1",1
"1377","BRF2","D","FOLR1",1
"1378","BRF2","D","FSIP1",1
"1379","BRF2","D","FUS",1
"1380","BRF2","D","FYN",1
"1381","BRF2","D","FYTTD1",1
"1382","BRF2","D","GANC",1
"1383","BRF2","D","GATC",1
"1384","BRF2","D","GDPGP1",1
"1385","BRF2","D","GGT5",1
"1386","BRF2","D","GMDS",1
"1387","BRF2","D","GNAI3",1
"1388","BRF2","D","GOLGA2P4",1
"1389","BRF2","D","GOSR1",1
"1390","BRF2","D","GOSR2",1
"1391","BRF2","D","GPM6B",1
"1392","BRF2","D","GRIN1",1
"1393","BRF2","D","GTF2H3",1
"1394","BRF2","D","GTF3C2",1
"1395","BRF2","D","GUCY2GP",1
"1396","BRF2","D","H4C13",1
"1397","BRF2","D","H4C2",1
"1398","BRF2","D","H4C3",1
"1399","BRF2","D","H4C8",1
"1400","BRF2","D","HBS1L",1
"1401","BRF2","D","HDAC4",1
"1402","BRF2","D","HDHD2",1
"1403","BRF2","D","HM13",1
"1404","BRF2","D","HMGA2",1
"1405","BRF2","D","HNRNPMP2",1
"1406","BRF2","D","HPS5",1
"1407","BRF2","D","HSH2D",1
"1408","BRF2","D","HTR1DP1",1
"1409","BRF2","D","ID1",1
"1410","BRF2","D","IFNAR1",1
"1411","BRF2","D","IFRD1",1
"1412","BRF2","D","IGLVIVOR22",1
"1413","BRF2","D","IMP3P2",1
"1414","BRF2","D","INPP5A",1
"1415","BRF2","D","INSR",1
"1416","BRF2","D","IQCA1",1
"1417","BRF2","D","ITPRID2",1
"1418","BRF2","D","JPX",1
"1419","BRF2","D","JPX_1.1",1
"1420","BRF2","D","KARS1P1",1
"1421","BRF2","D","KAT14",1
"1422","BRF2","D","KCTD17",1
"1423","BRF2","D","KCTD2",1
"1424","BRF2","D","KIF13A",1
"1425","BRF2","D","KIF20B",1
"1426","BRF2","D","KMT2A",1
"1427","BRF2","D","KREMEN1",1
"1428","BRF2","D","KRR1",1
"1429","BRF2","D","KRT18",1
"1430","BRF2","D","KRT18P59",1
"1431","BRF2","D","KRT8",1
"1432","BRF2","D","KRT8P14",1
"1433","BRF2","D","L3MBTL2",1
"1434","BRF2","D","LAMTOR5",1
"1435","BRF2","D","LDLR",1
"1436","BRF2","D","LEF1",1
"1437","BRF2","D","LGALS8",1
"1438","BRF2","D","LIMD1",1
"1439","BRF2","D","LIN7C",1
"1440","BRF2","D","LINC00324",1
"1441","BRF2","D","LINC00343",1
"1442","BRF2","D","LINC00494",1
"1443","BRF2","D","LINC00566",1
"1444","BRF2","D","LINC00643",1
"1445","BRF2","D","LINC01056",1
"1446","BRF2","D","LINC01163",1
"1447","BRF2","D","LINC01534",1
"1448","BRF2","D","LINC01799",1
"1449","BRF2","D","LMO7",1
"1450","BRF2","D","LORICRIN",1
"1451","BRF2","D","LRRC6",1
"1452","BRF2","D","LRRC8B",1
"1453","BRF2","D","MAML2",1
"1454","BRF2","D","MAP1B",1
"1455","BRF2","D","MAP1LC3B",1
"1456","BRF2","D","MAP1S",1
"1457","BRF2","D","MAT2A",1
"1458","BRF2","D","MATN2",1
"1459","BRF2","D","MBOAT2",1
"1460","BRF2","D","MCAT",1
"1461","BRF2","D","MCOLN2",1
"1462","BRF2","D","MCPH1",1
"1463","BRF2","D","MCRIP2P2",1
"1464","BRF2","D","MED6P1",1
"1465","BRF2","D","MEIKIN",1
"1466","BRF2","D","MICAL2",1
"1467","BRF2","D","MICU1",1
"1468","BRF2","D","MIR431",1
"1469","BRF2","D","MIR4521",1
"1470","BRF2","D","MIR6811",1
"1471","BRF2","D","MPPE1",1
"1472","BRF2","D","MRPS21P5",1
"1473","BRF2","D","MSI2",1
"1474","BRF2","D","MYO9B",1
"1475","BRF2","D","N6AMT1",1
"1476","BRF2","D","NAGK",1
"1477","BRF2","D","NAV1",1
"1478","BRF2","D","NAV3",1
"1479","BRF2","D","NCOA6",1
"1480","BRF2","D","NDP",1
"1481","BRF2","D","NDUFS7",1
"1482","BRF2","D","NEK1",1
"1483","BRF2","D","NEK10",1
"1484","BRF2","D","NELFA",1
"1485","BRF2","D","NHLRC4",1
"1486","BRF2","D","NIP7P1",1
"1487","BRF2","D","NKIRAS1",1
"1488","BRF2","D","NMBR",1
"1489","BRF2","D","NSG1",1
"1490","BRF2","D","NUF2",1
"1491","BRF2","D","NUP153",1
"1492","BRF2","D","NUP85",1
"1493","BRF2","D","NXT1P1",1
"1494","BRF2","D","OR13G1",1
"1495","BRF2","D","OR52B2",1
"1496","BRF2","D","OTOGL",1
"1497","BRF2","D","PACS1",1
"1498","BRF2","D","PARP2",1
"1499","BRF2","D","PBX1",1
"1500","BRF2","D","PDCD2",1
"1501","BRF2","D","PDZRN3",1
"1502","BRF2","D","PIGQ",1
"1503","BRF2","D","PIH1D1",1
"1504","BRF2","D","PKD1L1",1
"1505","BRF2","D","PKN1",1
"1506","BRF2","D","PLCB4",1
"1507","BRF2","D","PLD1",1
"1508","BRF2","D","PLLP",1
"1509","BRF2","D","PNP",1
"1510","BRF2","D","POLG2",1
"1511","BRF2","D","POLR1A",1
"1512","BRF2","D","POM121L2",1
"1513","BRF2","D","PPP1R3C",1
"1514","BRF2","D","PPP3CA",1
"1515","BRF2","D","PRKCH",1
"1516","BRF2","D","PRKDC",1
"1517","BRF2","D","PRMT5",1
"1518","BRF2","D","PRNP",1
"1519","BRF2","D","PRPF31",1
"1520","BRF2","D","PRRC2B",1
"1521","BRF2","D","PSMB2",1
"1522","BRF2","D","PTPN18",1
"1523","BRF2","D","PWP1",1
